"","x"
"14283","RPRD1A"
"14284","RPRD1B"
"14285","RPRD2"
"14286","RPRM"
"14287","RPRML"
"14288","RPS10-NUDT3"
"14289","RPS11"
"14290","RPS12"
"14291","RPS13"
"14292","RPS14"
"14293","RPS15"
"14294","RPS15A"
"14295","RPS16"
"14296","RPS17P5"
"14297","RPS18"
"14298","RPS19"
"14299","RPS19BP1"
"14300","RPS2"
"14301","RPS20"
"14302","RPS21"
"14303","RPS23"
"14304","RPS24"
"14305","RPS25"
"14306","RPS26"
"14307","RPS26P15"
"14308","RPS27"
"14309","RPS27A"
"14310","RPS27L"
"14311","RPS28"
"14312","RPS29"
"14313","RPS3"
"14314","RPS3A"
"14315","RPS4X"
"14316","RPS4Y1"
"14317","RPS4Y2"
"14318","RPS5"
"14319","RPS6"
"14320","RPS6KA1"
"14321","RPS6KA2"
"14322","RPS6KA3"
"14323","RPS6KA4"
"14324","RPS6KA5"
"14325","RPS6KA6"
"14326","RPS6KB1"
"14327","RPS6KB2"
"14328","RPS6KC1"
"14329","RPS6KL1"
"14330","RPS7"
"14331","RPS8"
"14332","RPS9"
"14333","RPSA"
"14334","RPTN"
"14335","RPTOR"
"14336","RPUSD1"
"14337","RPUSD2"
"14338","RPUSD3"
"14339","RPUSD4"
"14340","RRAD"
"14341","RRAGA"
"14342","RRAGB"
"14343","RRAGC"
"14344","RRAGD"
"14345","RRAS"
"14346","RRAS2"
"14347","RRBP1"
"14348","RREB1"
"14349","RRH"
"14350","RRM1"
"14351","RRM2"
"14352","RRM2B"
"14353","RRN3"
"14354","RRNAD1"
"14355","RRP1"
"14356","RRP12"
"14357","RRP15"
"14358","RRP1B"
"14359","RRP36"
"14360","RRP7A"
"14361","RRP8"
"14362","RRP9"
"14363","RRS1"
"14364","RS1"
"14365","RSAD1"
"14366","RSAD2"
"14367","RSBN1"
"14368","RSBN1L"
"14369","RSC1A1"
"14370","RSF1"
"14371","RSKR"
"14372","RSL1D1"
"14373","RSL24D1"
"14374","RSPH1"
"14375","RSPH10B"
"14376","RSPH10B2"
"14377","RSPH14"
"14378","RSPH3"
"14379","RSPH4A"
"14380","RSPH6A"
"14381","RSPH9"
"14382","RSPO1"
"14383","RSPO2"
"14384","RSPO3"
"14385","RSPO4"
"14386","RSPRY1"
"14387","RSRC1"
"14388","RSRC2"
"14389","RSRP1"
"14390","RSU1"
"14391","RSU1P1"
"14392","RTBDN"
"14393","RTCA"
"14394","RTCB"
"14395","RTEL1"
"14396","RTF1"
"14397","RTF2"
"14398","RTKN"
"14399","RTKN2"
"14400","RTL1"
"14401","RTL10"
"14402","RTL3"
"14403","RTL4"
"14404","RTL5"
"14405","RTL6"
"14406","RTL8A"
"14407","RTL8B"
"14408","RTL8C"
"14409","RTL9"
"14410","RTN1"
"14411","RTN2"
"14412","RTN3"
"14413","RTN4"
"14414","RTN4IP1"
"14415","RTN4R"
"14416","RTN4RL1"
"14417","RTN4RL2"
"14418","RTP1"
"14419","RTP2"
"14420","RTP3"
"14421","RTP4"
"14422","RTP5"
"14423","RTRAF"
"14424","RTTN"
"14425","RUBCN"
"14426","RUBCNL"
"14427","RUFY1"
"14428","RUFY2"
"14429","RUFY3"
"14430","RUFY4"
"14431","RUNDC1"
"14432","RUNDC3A"
"14433","RUNDC3B"
"14434","RUNX1"
"14435","RUNX1T1"
"14436","RUNX2"
"14437","RUNX3"
"14438","RUSC1"
"14439","RUSC2"
"14440","RUSF1"
"14441","RUVBL1"
"14442","RUVBL2"
"14443","RWDD1"
"14444","RWDD2A"
"14445","RWDD2B"
"14446","RWDD3"
"14447","RWDD4"
"14448","RXFP1"
"14449","RXFP2"
"14450","RXFP3"
"14451","RXFP4"
"14452","RXRA"
"14453","RXRB"
"14454","RXRG"
"14455","RXYLT1"
"14456","RYBP"
"14457","RYK"
"14458","RYR1"
"14459","RYR2"
"14460","RYR3"
"14461","S100A1"
"14462","S100A10"
"14463","S100A11"
"14464","S100A12"
"14465","S100A13"
"14466","S100A14"
"14467","S100A16"
"14468","S100A2"
"14469","S100A3"
"14470","S100A4"
"14471","S100A5"
"14472","S100A6"
"14473","S100A7"
"14474","S100A7A"
"14475","S100A7L2"
"14476","S100A8"
"14477","S100A9"
"14478","S100B"
"14479","S100G"
"14480","S100P"
"14481","S100PBP"
"14482","S100Z"
"14483","S1PR1"
"14484","S1PR2"
"14485","S1PR3"
"14486","S1PR4"
"14487","S1PR5"
"14488","SAA1"
"14489","SAA2"
"14490","SAA2-SAA4"
"14491","SAA4"
"14492","SAAL1"
"14493","SAC3D1"
"14494","SACM1L"
"14495","SACS"
"14496","SAE1"
"14497","SAFB"
"14498","SAFB2"
"14499","SAG"
"14500","SAGE1"
"14501","SALL1"
"14502","SALL2"
"14503","SALL3"
"14504","SALL4"
"14505","SAMD1"
"14506","SAMD10"
"14507","SAMD11"
"14508","SAMD12"
"14509","SAMD13"
"14510","SAMD14"
"14511","SAMD15"
"14512","SAMD3"
"14513","SAMD4A"
"14514","SAMD4B"
"14515","SAMD5"
"14516","SAMD7"
"14517","SAMD8"
"14518","SAMD9"
"14519","SAMD9L"
"14520","SAMHD1"
"14521","SAMM50"
"14522","SAMSN1"
"14523","SAP130"
"14524","SAP18"
"14525","SAP30"
"14526","SAP30BP"
"14527","SAP30L"
"14528","SAPCD1"
"14529","SAPCD2"
"14530","SAR1A"
"14531","SAR1B"
"14532","SARAF"
"14533","SARDH"
"14534","SARM1"
"14535","SARNP"
"14536","SARS1"
"14537","SARS2"
"14538","SART1"
"14539","SART3"
"14540","SASH1"
"14541","SASH3"
"14542","SASS6"
"14543","SAT1"
"14544","SAT2"
"14545","SATB1"
"14546","SATB2"
"14547","SATL1"
"14548","SAV1"
"14549","SAXO1"
"14550","SAXO2"
"14551","SAYSD1"
"14552","SBDS"
"14553","SBF1"
"14554","SBF2"
"14555","SBK1"
"14556","SBK2"
"14557","SBNO1"
"14558","SBNO2"
"14559","SBSN"
"14560","SBSPON"
"14561","SC5D"
"14562","SCAF1"
"14563","SCAF11"
"14564","SCAF4"
"14565","SCAF8"
"14566","SCAI"
"14567","SCAMP1"
"14568","SCAMP2"
"14569","SCAMP3"
"14570","SCAMP4"
"14571","SCAMP5"
"14572","SCAND1"
"14573","SCAP"
"14574","SCAPER"
"14575","SCARA3"
"14576","SCARA5"
"14577","SCARB1"
"14578","SCARB2"
"14579","SCARF1"
"14580","SCARF2"
"14581","SCCPDH"
"14582","SCD"
"14583","SCD5"
"14584","SCEL"
"14585","SCFD1"
"14586","SCFD2"
"14587","SCG2"
"14588","SCG3"
"14589","SCG5"
"14590","SCGB1A1"
"14591","SCGB1C1"
"14592","SCGB1D1"
"14593","SCGB1D2"
"14594","SCGB1D4"
"14595","SCGB2A1"
"14596","SCGB2A2"
"14597","SCGB2B2"
"14598","SCGB3A1"
"14599","SCGB3A2"
"14600","SCGN"
"14601","SCIMP"
"14602","SCIN"
"14603","SCLT1"
"14604","SCLY"
"14605","SCMH1"
"14606","SCML1"
"14607","SCML2"
"14608","SCML4"
"14609","SCN10A"
"14610","SCN11A"
"14611","SCN1A"
"14612","SCN1B"
"14613","SCN2A"
"14614","SCN2B"
"14615","SCN3A"
"14616","SCN3B"
"14617","SCN4A"
"14618","SCN4B"
"14619","SCN5A"
"14620","SCN7A"
"14621","SCN8A"
"14622","SCN9A"
"14623","SCNM1"
"14624","SCNN1A"
"14625","SCNN1B"
"14626","SCNN1D"
"14627","SCNN1G"
"14628","SCO1"
"14629","SCO2"
"14630","SCOC"
"14631","SCP2"
"14632","SCP2D1"
"14633","SCPEP1"
"14634","SCRG1"
"14635","SCRIB"
"14636","SCRN1"
"14637","SCRN2"
"14638","SCRN3"
"14639","SCRT1"
"14640","SCRT2"
"14641","SCT"
"14642","SCTR"
"14643","SCUBE1"
"14644","SCUBE2"
"14645","SCUBE3"
"14646","SCX"
"14647","SCYL1"
"14648","SCYL2"
"14649","SCYL3"
"14650","SDAD1"
"14651","SDC1"
"14652","SDC2"
"14653","SDC3"
"14654","SDC4"
"14655","SDCBP"
"14656","SDCBP2"
"14657","SDCCAG8"
"14658","SDE2"
"14659","SDF2"
"14660","SDF2L1"
"14661","SDF4"
"14662","SDHA"
"14663","SDHAF1"
"14664","SDHAF2"
"14665","SDHAF3"
"14666","SDHAF4"
"14667","SDHB"
"14668","SDHC"
"14669","SDHD"
"14670","SDK1"
"14671","SDK2"
"14672","SDR16C5"
"14673","SDR16C6P"
"14674","SDR39U1"
"14675","SDR42E1"
"14676","SDR9C7"
"14677","SDS"
"14678","SDSL"
"14679","SEBOX"
"14680","SEC11A"
"14681","SEC11C"
"14682","SEC13"
"14683","SEC14L1"
"14684","SEC14L2"
"14685","SEC14L3"
"14686","SEC14L4"
"14687","SEC14L5"
"14688","SEC16A"
"14689","SEC16B"
"14690","SEC22A"
"14691","SEC22B"
"14692","SEC22C"
"14693","SEC23A"
"14694","SEC23B"
"14695","SEC23IP"
"14696","SEC24A"
"14697","SEC24B"
"14698","SEC24C"
"14699","SEC24D"
"14700","SEC31A"
"14701","SEC31B"
"14702","SEC61A1"
"14703","SEC61A2"
"14704","SEC61B"
"14705","SEC61G"
"14706","SEC62"
"14707","SEC63"
"14708","SECISBP2"
"14709","SECISBP2L"
"14710","SECTM1"
"14711","SEH1L"
"14712","SEL1L"
"14713","SEL1L2"
"14714","SEL1L3"
"14715","SELE"
"14716","SELENBP1"
"14717","SELENOF"
"14718","SELENOH"
"14719","SELENOI"
"14720","SELENOK"
"14721","SELENOM"
"14722","SELENON"
"14723","SELENOO"
"14724","SELENOP"
"14725","SELENOS"
"14726","SELENOT"
"14727","SELENOV"
"14728","SELENOW"
"14729","SELL"
"14730","SELP"
"14731","SELPLG"
"14732","SEM1"
"14733","SEMA3A"
"14734","SEMA3B"
"14735","SEMA3C"
"14736","SEMA3D"
"14737","SEMA3E"
"14738","SEMA3F"
"14739","SEMA3G"
"14740","SEMA4A"
"14741","SEMA4B"
"14742","SEMA4C"
"14743","SEMA4D"
"14744","SEMA4F"
"14745","SEMA4G"
"14746","SEMA5A"
"14747","SEMA5B"
"14748","SEMA6A"
"14749","SEMA6B"
"14750","SEMA6C"
"14751","SEMA6D"
"14752","SEMA7A"
"14753","SEMG1"
"14754","SEMG2"
"14755","SENP1"
"14756","SENP2"
"14757","SENP3"
"14758","SENP5"
"14759","SENP6"
"14760","SENP7"
"14761","SENP8"
"14762","SEPHS1"
"14763","SEPHS2"
"14764","SEPSECS"
"14765","SEPTIN1"
"14766","SEPTIN10"
"14767","SEPTIN11"
"14768","SEPTIN12"
"14769","SEPTIN14"
"14770","SEPTIN2"
"14771","SEPTIN3"
"14772","SEPTIN4"
"14773","SEPTIN5"
"14774","SEPTIN6"
"14775","SEPTIN7"
"14776","SEPTIN7P9"
"14777","SEPTIN8"
"14778","SEPTIN9"
"14779","SERAC1"
"14780","SERBP1"
"14781","SERF1B"
"14782","SERF2"
"14783","SERGEF"
"14784","SERHL"
"14785","SERHL2"
"14786","SERINC1"
"14787","SERINC2"
"14788","SERINC3"
"14789","SERINC4"
"14790","SERINC5"
"14791","SERP1"
"14792","SERP2"
"14793","SERPINA1"
"14794","SERPINA10"
"14795","SERPINA11"
"14796","SERPINA12"
"14797","SERPINA13P"
"14798","SERPINA3"
"14799","SERPINA4"
"14800","SERPINA5"
"14801","SERPINA6"
"14802","SERPINA7"
"14803","SERPINA9"
"14804","SERPINB1"
"14805","SERPINB10"
"14806","SERPINB11"
"14807","SERPINB12"
"14808","SERPINB13"
"14809","SERPINB2"
"14810","SERPINB3"
"14811","SERPINB4"
"14812","SERPINB5"
"14813","SERPINB6"
"14814","SERPINB7"
"14815","SERPINB8"
"14816","SERPINB9"
"14817","SERPINC1"
"14818","SERPIND1"
"14819","SERPINE1"
"14820","SERPINE2"
"14821","SERPINE3"
"14822","SERPINF1"
"14823","SERPINF2"
"14824","SERPING1"
"14825","SERPINH1"
"14826","SERPINI1"
"14827","SERPINI2"
"14828","SERTAD1"
"14829","SERTAD2"
"14830","SERTAD3"
"14831","SERTAD4"
"14832","SERTM1"
"14833","SESN1"
"14834","SESN2"
"14835","SESN3"
"14836","SESTD1"
"14837","SET"
"14838","SETBP1"
"14839","SETD1A"
"14840","SETD1B"
"14841","SETD2"
"14842","SETD3"
"14843","SETD4"
"14844","SETD5"
"14845","SETD6"
"14846","SETD7"
"14847","SETD9"
"14848","SETDB1"
"14849","SETDB2"
"14850","SETMAR"
"14851","SETX"
"14852","SEZ6"
"14853","SEZ6L"
"14854","SEZ6L2"
"14855","SF1"
"14856","SF3A1"
"14857","SF3A2"
"14858","SF3A3"
"14859","SF3B1"
"14860","SF3B2"
"14861","SF3B3"
"14862","SF3B4"
"14863","SF3B5"
"14864","SF3B6"
"14865","SFI1"
"14866","SFMBT1"
"14867","SFMBT2"
"14868","SFN"
"14869","SFPQ"
"14870","SFR1"
"14871","SFRP1"
"14872","SFRP2"
"14873","SFRP4"
"14874","SFRP5"
"14875","SFSWAP"
"14876","SFT2D1"
"14877","SFT2D2"
"14878","SFTA2"
"14879","SFTA3"
"14880","SFTPA1"
"14881","SFTPA2"
"14882","SFTPB"
"14883","SFTPC"
"14884","SFTPD"
"14885","SFXN1"
"14886","SFXN2"
"14887","SFXN3"
"14888","SFXN4"
"14889","SFXN5"
"14890","SGCA"
"14891","SGCB"
"14892","SGCD"
"14893","SGCE"
"14894","SGCG"
"14895","SGCZ"
"14896","SGF29"
"14897","SGIP1"
"14898","SGK1"
"14899","SGK2"
"14900","SGK3"
"14901","SGMS1"
"14902","SGMS2"
"14903","SGO1"
"14904","SGO2"
"14905","SGPL1"
"14906","SGPP1"
"14907","SGPP2"
"14908","SGSH"
"14909","SGSM1"
"14910","SGSM2"
"14911","SGSM3"
"14912","SGTA"
"14913","SGTB"
"14914","SH2B1"
"14915","SH2B2"
"14916","SH2B3"
"14917","SH2D1A"
"14918","SH2D1B"
"14919","SH2D2A"
"14920","SH2D3A"
"14921","SH2D3C"
"14922","SH2D4A"
"14923","SH2D4B"
"14924","SH2D5"
"14925","SH2D6"
"14926","SH2D7"
"14927","SH3BGR"
"14928","SH3BGRL"
"14929","SH3BGRL2"
"14930","SH3BGRL3"
"14931","SH3BP1"
"14932","SH3BP2"
"14933","SH3BP4"
"14934","SH3BP5"
"14935","SH3BP5L"
"14936","SH3D19"
"14937","SH3D21"
"14938","SH3GL1"
"14939","SH3GL2"
"14940","SH3GL3"
"14941","SH3GLB1"
"14942","SH3GLB2"
"14943","SH3KBP1"
"14944","SH3PXD2A"
"14945","SH3PXD2B"
"14946","SH3RF1"
"14947","SH3RF2"
"14948","SH3RF3"
"14949","SH3TC1"
"14950","SH3TC2"
"14951","SH3YL1"
"14952","SHANK1"
"14953","SHANK2"
"14954","SHANK3"
"14955","SHARPIN"
"14956","SHB"
"14957","SHBG"
"14958","SHC1"
"14959","SHC2"
"14960","SHC3"
"14961","SHC4"
"14962","SHCBP1"
"14963","SHCBP1L"
"14964","SHD"
"14965","SHE"
"14966","SHF"
"14967","SHFL"
"14968","SHH"
"14969","SHISA2"
"14970","SHISA3"
"14971","SHISA4"
"14972","SHISA5"
"14973","SHISA6"
"14974","SHISA7"
"14975","SHISA9"
"14976","SHISAL1"
"14977","SHISAL2A"
"14978","SHKBP1"
"14979","SHLD1"
"14980","SHLD2"
"14981","SHLD2P1"
"14982","SHMT1"
"14983","SHMT2"
"14984","SHOC1"
"14985","SHOC2"
"14986","SHOX"
"14987","SHOX2"
"14988","SHPK"
"14989","SHPRH"
"14990","SHQ1"
"14991","SHROOM1"
"14992","SHROOM2"
"14993","SHROOM3"
"14994","SHROOM4"
"14995","SHTN1"
"14996","SI"
"14997","SIAE"
"14998","SIAH1"
"14999","SIAH1P1"
"15000","SIAH2"
"15001","SIAH3"
"15002","SIDT1"
"15003","SIDT2"
"15004","SIGIRR"
"15005","SIGLEC1"
"15006","SIGLEC10"
"15007","SIGLEC11"
"15008","SIGLEC12"
"15009","SIGLEC14"
"15010","SIGLEC15"
"15011","SIGLEC5"
"15012","SIGLEC6"
"15013","SIGLEC7"
"15014","SIGLEC8"
"15015","SIGLEC9"
"15016","SIGLECL1"
"15017","SIGMAR1"
"15018","SIK2"
"15019","SIK3"
"15020","SIKE1"
"15021","SIL1"
"15022","SIM1"
"15023","SIM2"
"15024","SIMC1"
"15025","SIN3A"
"15026","SIN3B"
"15027","SINHCAF"
"15028","SIPA1"
"15029","SIPA1L1"
"15030","SIPA1L2"
"15031","SIPA1L3"
"15032","SIRPA"
"15033","SIRPB1"
"15034","SIRPB2"
"15035","SIRPD"
"15036","SIRPG"
"15037","SIRT1"
"15038","SIRT2"
"15039","SIRT3"
"15040","SIRT4"
"15041","SIRT5"
"15042","SIRT6"
"15043","SIRT7"
"15044","SIT1"
"15045","SIVA1"
"15046","SIX1"
"15047","SIX2"
"15048","SIX3"
"15049","SIX4"
"15050","SIX5"
"15051","SIX6"
"15052","SKA1"
"15053","SKA2"
"15054","SKA2P1"
"15055","SKA3"
"15056","SKAP1"
"15057","SKAP2"
"15058","SKI"
"15059","SKIDA1"
"15060","SKIL"
"15061","SKIV2L"
"15062","SKOR1"
"15063","SKP1"
"15064","SKP2"
"15065","SLA"
"15066","SLA2"
"15067","SLAIN1"
"15068","SLAIN2"
"15069","SLAMF1"
"15070","SLAMF6"
"15071","SLAMF7"
"15072","SLAMF8"
"15073","SLAMF9"
"15074","SLBP"
"15075","SLC10A1"
"15076","SLC10A2"
"15077","SLC10A3"
"15078","SLC10A4"
"15079","SLC10A5"
"15080","SLC10A6"
"15081","SLC10A7"
"15082","SLC11A1"
"15083","SLC11A2"
"15084","SLC12A1"
"15085","SLC12A2"
"15086","SLC12A3"
"15087","SLC12A4"
"15088","SLC12A5"
"15089","SLC12A6"
"15090","SLC12A7"
"15091","SLC12A8"
"15092","SLC12A9"
"15093","SLC13A1"
"15094","SLC13A2"
"15095","SLC13A3"
"15096","SLC13A4"
"15097","SLC13A5"
"15098","SLC14A1"
"15099","SLC14A2"
"15100","SLC15A1"
"15101","SLC15A2"
"15102","SLC15A3"
"15103","SLC15A4"
"15104","SLC16A1"
"15105","SLC16A10"
"15106","SLC16A11"
"15107","SLC16A12"
"15108","SLC16A13"
"15109","SLC16A14"
"15110","SLC16A2"
"15111","SLC16A3"
"15112","SLC16A4"
"15113","SLC16A5"
"15114","SLC16A6"
"15115","SLC16A7"
"15116","SLC16A8"
"15117","SLC16A9"
"15118","SLC17A1"
"15119","SLC17A2"
"15120","SLC17A3"
"15121","SLC17A4"
"15122","SLC17A5"
"15123","SLC17A6"
"15124","SLC17A7"
"15125","SLC17A8"
"15126","SLC17A9"
"15127","SLC18A1"
"15128","SLC18A2"
"15129","SLC18A3"
"15130","SLC18B1"
"15131","SLC19A1"
"15132","SLC19A2"
"15133","SLC19A3"
"15134","SLC1A1"
"15135","SLC1A2"
"15136","SLC1A3"
"15137","SLC1A4"
"15138","SLC1A5"
"15139","SLC1A6"
"15140","SLC1A7"
"15141","SLC20A1"
"15142","SLC20A2"
"15143","SLC22A1"
"15144","SLC22A10"
"15145","SLC22A11"
"15146","SLC22A12"
"15147","SLC22A13"
"15148","SLC22A14"
"15149","SLC22A15"
"15150","SLC22A16"
"15151","SLC22A17"
"15152","SLC22A18"
"15153","SLC22A2"
"15154","SLC22A20P"
"15155","SLC22A23"
"15156","SLC22A24"
"15157","SLC22A25"
"15158","SLC22A3"
"15159","SLC22A4"
"15160","SLC22A5"
"15161","SLC22A6"
"15162","SLC22A7"
"15163","SLC22A8"
"15164","SLC22A9"
"15165","SLC23A1"
"15166","SLC23A2"
"15167","SLC23A3"
"15168","SLC24A1"
"15169","SLC24A2"
"15170","SLC24A3"
"15171","SLC24A4"
"15172","SLC24A5"
"15173","SLC25A1"
"15174","SLC25A10"
"15175","SLC25A11"
"15176","SLC25A12"
"15177","SLC25A13"
"15178","SLC25A14"
"15179","SLC25A15"
"15180","SLC25A16"
"15181","SLC25A17"
"15182","SLC25A18"
"15183","SLC25A19"
"15184","SLC25A2"
"15185","SLC25A20"
"15186","SLC25A21"
"15187","SLC25A22"
"15188","SLC25A23"
"15189","SLC25A24"
"15190","SLC25A25"
"15191","SLC25A26"
"15192","SLC25A27"
"15193","SLC25A28"
"15194","SLC25A29"
"15195","SLC25A3"
"15196","SLC25A30"
"15197","SLC25A31"
"15198","SLC25A32"
"15199","SLC25A33"
"15200","SLC25A34"
"15201","SLC25A35"
"15202","SLC25A36"
"15203","SLC25A37"
"15204","SLC25A38"
"15205","SLC25A39"
"15206","SLC25A4"
"15207","SLC25A40"
"15208","SLC25A41"
"15209","SLC25A42"
"15210","SLC25A43"
"15211","SLC25A44"
"15212","SLC25A45"
"15213","SLC25A46"
"15214","SLC25A47"
"15215","SLC25A48"
"15216","SLC25A5"
"15217","SLC25A51"
"15218","SLC25A52"
"15219","SLC25A53"
"15220","SLC25A6"
"15221","SLC26A1"
"15222","SLC26A11"
"15223","SLC26A2"
"15224","SLC26A3"
"15225","SLC26A4"
"15226","SLC26A5"
"15227","SLC26A6"
"15228","SLC26A7"
"15229","SLC26A8"
"15230","SLC26A9"
"15231","SLC27A1"
"15232","SLC27A2"
"15233","SLC27A3"
"15234","SLC27A4"
"15235","SLC27A5"
"15236","SLC27A6"
"15237","SLC28A1"
"15238","SLC28A2"
"15239","SLC28A3"
"15240","SLC29A1"
"15241","SLC29A2"
"15242","SLC29A3"
"15243","SLC29A4"
"15244","SLC2A1"
"15245","SLC2A10"
"15246","SLC2A11"
"15247","SLC2A12"
"15248","SLC2A13"
"15249","SLC2A14"
"15250","SLC2A2"
"15251","SLC2A3"
"15252","SLC2A4"
"15253","SLC2A4RG"
"15254","SLC2A5"
"15255","SLC2A6"
"15256","SLC2A7"
"15257","SLC2A8"
"15258","SLC2A9"
"15259","SLC30A1"
"15260","SLC30A10"
"15261","SLC30A2"
"15262","SLC30A3"
"15263","SLC30A4"
"15264","SLC30A5"
"15265","SLC30A6"
"15266","SLC30A7"
"15267","SLC30A8"
"15268","SLC30A9"
"15269","SLC31A1"
"15270","SLC31A2"
"15271","SLC32A1"
"15272","SLC33A1"
"15273","SLC34A1"
"15274","SLC34A2"
"15275","SLC34A3"
"15276","SLC35A1"
"15277","SLC35A2"
"15278","SLC35A3"
"15279","SLC35A4"
"15280","SLC35A5"
"15281","SLC35B1"
"15282","SLC35B2"
"15283","SLC35B3"
"15284","SLC35B4"
"15285","SLC35C1"
"15286","SLC35C2"
"15287","SLC35D1"
"15288","SLC35D2"
"15289","SLC35D3"
"15290","SLC35E1"
"15291","SLC35E2A"
"15292","SLC35E2B"
"15293","SLC35E3"
"15294","SLC35E4"
"15295","SLC35F1"
"15296","SLC35F2"
"15297","SLC35F3"
"15298","SLC35F4"
"15299","SLC35F5"
"15300","SLC35F6"
"15301","SLC35G1"
"15302","SLC35G2"
"15303","SLC35G3"
"15304","SLC35G5"
"15305","SLC35G6"
"15306","SLC36A1"
"15307","SLC36A2"
"15308","SLC36A3"
"15309","SLC36A4"
"15310","SLC37A1"
"15311","SLC37A2"
"15312","SLC37A3"
"15313","SLC37A4"
"15314","SLC38A1"
"15315","SLC38A10"
"15316","SLC38A11"
"15317","SLC38A2"
"15318","SLC38A3"
"15319","SLC38A4"
"15320","SLC38A5"
"15321","SLC38A6"
"15322","SLC38A7"
"15323","SLC38A8"
"15324","SLC38A9"
"15325","SLC39A1"
"15326","SLC39A10"
"15327","SLC39A11"
"15328","SLC39A12"
"15329","SLC39A13"
"15330","SLC39A14"
"15331","SLC39A2"
"15332","SLC39A3"
"15333","SLC39A4"
"15334","SLC39A5"
"15335","SLC39A6"
"15336","SLC39A7"
"15337","SLC39A8"
"15338","SLC39A9"
"15339","SLC3A1"
"15340","SLC3A2"
"15341","SLC40A1"
"15342","SLC41A1"
"15343","SLC41A2"
"15344","SLC41A3"
"15345","SLC43A1"
"15346","SLC43A2"
"15347","SLC43A3"
"15348","SLC44A1"
"15349","SLC44A2"
"15350","SLC44A3"
"15351","SLC44A4"
"15352","SLC44A5"
"15353","SLC45A1"
"15354","SLC45A2"
"15355","SLC45A3"
"15356","SLC45A4"
"15357","SLC46A1"
"15358","SLC46A2"
"15359","SLC46A3"
"15360","SLC47A1"
"15361","SLC47A2"
"15362","SLC48A1"
"15363","SLC49A3"
"15364","SLC49A4"
"15365","SLC4A1"
"15366","SLC4A10"
"15367","SLC4A11"
"15368","SLC4A1AP"
"15369","SLC4A2"
"15370","SLC4A3"
"15371","SLC4A4"
"15372","SLC4A5"
"15373","SLC4A7"
"15374","SLC4A8"
"15375","SLC4A9"
"15376","SLC50A1"
"15377","SLC51A"
"15378","SLC51B"
"15379","SLC52A1"
"15380","SLC52A2"
"15381","SLC52A3"
"15382","SLC5A1"
"15383","SLC5A10"
"15384","SLC5A11"
"15385","SLC5A12"
"15386","SLC5A2"
"15387","SLC5A3"
"15388","SLC5A4"
"15389","SLC5A5"
"15390","SLC5A6"
"15391","SLC5A7"
"15392","SLC5A8"
"15393","SLC5A9"
"15394","SLC66A1"
"15395","SLC66A1L"
"15396","SLC66A2"
"15397","SLC66A3"
"15398","SLC6A1"
"15399","SLC6A11"
"15400","SLC6A12"
"15401","SLC6A13"
"15402","SLC6A14"
"15403","SLC6A15"
"15404","SLC6A16"
"15405","SLC6A17"
"15406","SLC6A18"
"15407","SLC6A19"
"15408","SLC6A2"
"15409","SLC6A20"
"15410","SLC6A3"
"15411","SLC6A4"
"15412","SLC6A5"
"15413","SLC6A6"
"15414","SLC6A7"
"15415","SLC6A8"
"15416","SLC6A9"
"15417","SLC7A1"
"15418","SLC7A10"
"15419","SLC7A11"
"15420","SLC7A13"
"15421","SLC7A14"
"15422","SLC7A2"
"15423","SLC7A3"
"15424","SLC7A4"
"15425","SLC7A5"
"15426","SLC7A6"
"15427","SLC7A6OS"
"15428","SLC7A7"
"15429","SLC7A8"
"15430","SLC7A9"
"15431","SLC8A1"
"15432","SLC8A2"
"15433","SLC8A3"
"15434","SLC8B1"
"15435","SLC9A1"
"15436","SLC9A2"
"15437","SLC9A3"
"15438","SLC9A3R1"
"15439","SLC9A3R2"
"15440","SLC9A4"
"15441","SLC9A5"
"15442","SLC9A6"
"15443","SLC9A7"
"15444","SLC9A8"
"15445","SLC9A9"
"15446","SLC9B1"
"15447","SLC9B2"
"15448","SLC9C1"
"15449","SLC9C2"
"15450","SLCO1A2"
"15451","SLCO1B1"
"15452","SLCO1B3"
"15453","SLCO1B3-SLCO1B7"
"15454","SLCO1C1"
"15455","SLCO2A1"
"15456","SLCO2B1"
"15457","SLCO3A1"
"15458","SLCO4A1"
"15459","SLCO4C1"
"15460","SLCO5A1"
"15461","SLCO6A1"
"15462","SLF1"
"15463","SLF2"
"15464","SLFN11"
"15465","SLFN12"
"15466","SLFN12L"
"15467","SLFN13"
"15468","SLFN14"
"15469","SLFN5"
"15470","SLFNL1"
"15471","SLIRP"
"15472","SLIT1"
"15473","SLIT2"
"15474","SLIT3"
"15475","SLITRK1"
"15476","SLITRK2"
"15477","SLITRK3"
"15478","SLITRK4"
"15479","SLITRK5"
"15480","SLITRK6"
"15481","SLK"
"15482","SLMAP"
"15483","SLN"
"15484","SLPI"
"15485","SLTM"
"15486","SLU7"
"15487","SLURP1"
"15488","SLX1A"
"15489","SLX4"
"15490","SLX4IP"
"15491","SMAD1"
"15492","SMAD2"
"15493","SMAD3"
"15494","SMAD4"
"15495","SMAD5"
"15496","SMAD6"
"15497","SMAD7"
"15498","SMAD9"
"15499","SMAGP"
"15500","SMAP1"
"15501","SMAP2"
"15502","SMARCA1"
"15503","SMARCA2"
"15504","SMARCA4"
"15505","SMARCA5"
"15506","SMARCAD1"
"15507","SMARCAL1"
"15508","SMARCB1"
"15509","SMARCC1"
