"","x"
"7056","HIVEP3"
"7057","HJURP"
"7058","HJV"
"7059","HK1"
"7060","HK2"
"7061","HK3"
"7062","HKDC1"
"7063","HLA-A"
"7064","HLA-B"
"7065","HLA-C"
"7066","HLA-DMA"
"7067","HLA-DMB"
"7068","HLA-DOA"
"7069","HLA-DOB"
"7070","HLA-DPA1"
"7071","HLA-DPB1"
"7072","HLA-DQA1"
"7073","HLA-DQA2"
"7074","HLA-DQB1"
"7075","HLA-DQB2"
"7076","HLA-DRA"
"7077","HLA-DRB1"
"7078","HLA-DRB5"
"7079","HLA-DRB9"
"7080","HLA-E"
"7081","HLA-F"
"7082","HLA-G"
"7083","HLA-L"
"7084","HLCS"
"7085","HLF"
"7086","HLTF"
"7087","HLX"
"7088","HM13"
"7089","HMBOX1"
"7090","HMBS"
"7091","HMCES"
"7092","HMCN1"
"7093","HMCN2"
"7094","HMG20A"
"7095","HMG20B"
"7096","HMGA1"
"7097","HMGA2"
"7098","HMGB1"
"7099","HMGB1P1"
"7100","HMGB2"
"7101","HMGB3"
"7102","HMGB4"
"7103","HMGCL"
"7104","HMGCLL1"
"7105","HMGCR"
"7106","HMGCS1"
"7107","HMGCS2"
"7108","HMGN1"
"7109","HMGN1P37"
"7110","HMGN2"
"7111","HMGN2P46"
"7112","HMGN3"
"7113","HMGN4"
"7114","HMGN5"
"7115","HMGXB3"
"7116","HMGXB4"
"7117","HMHB1"
"7118","HMMR"
"7119","HMOX1"
"7120","HMOX2"
"7121","HMSD"
"7122","HMX2"
"7123","HMX3"
"7124","HNF1A"
"7125","HNF1B"
"7126","HNF4A"
"7127","HNF4G"
"7128","HNMT"
"7129","HNRNPA0"
"7130","HNRNPA1"
"7131","HNRNPA1L2"
"7132","HNRNPA2B1"
"7133","HNRNPA3"
"7134","HNRNPAB"
"7135","HNRNPC"
"7136","HNRNPCL1"
"7137","HNRNPD"
"7138","HNRNPDL"
"7139","HNRNPF"
"7140","HNRNPH1"
"7141","HNRNPH2"
"7142","HNRNPH3"
"7143","HNRNPK"
"7144","HNRNPL"
"7145","HNRNPLL"
"7146","HNRNPM"
"7147","HNRNPR"
"7148","HNRNPU"
"7149","HNRNPUL1"
"7150","HNRNPUL2"
"7151","HOATZ"
"7152","HOGA1"
"7153","HOMER1"
"7154","HOMER2"
"7155","HOMER3"
"7156","HOMEZ"
"7157","HOOK1"
"7158","HOOK2"
"7159","HOOK3"
"7160","HOPX"
"7161","HORMAD1"
"7162","HORMAD2"
"7163","HOXA1"
"7164","HOXA10"
"7165","HOXA11"
"7166","HOXA13"
"7167","HOXA2"
"7168","HOXA3"
"7169","HOXA4"
"7170","HOXA5"
"7171","HOXA6"
"7172","HOXA7"
"7173","HOXA9"
"7174","HOXB1"
"7175","HOXB13"
"7176","HOXB2"
"7177","HOXB3"
"7178","HOXB4"
"7179","HOXB5"
"7180","HOXB6"
"7181","HOXB7"
"7182","HOXB8"
"7183","HOXB9"
"7184","HOXC10"
"7185","HOXC11"
"7186","HOXC12"
"7187","HOXC13"
"7188","HOXC4"
"7189","HOXC5"
"7190","HOXC6"
"7191","HOXC8"
"7192","HOXC9"
"7193","HOXD1"
"7194","HOXD10"
"7195","HOXD11"
"7196","HOXD12"
"7197","HOXD13"
"7198","HOXD3"
"7199","HOXD4"
"7200","HOXD8"
"7201","HOXD9"
"7202","HP"
"7203","HP1BP3"
"7204","HPCA"
"7205","HPCAL1"
"7206","HPCAL4"
"7207","HPD"
"7208","HPDL"
"7209","HPF1"
"7210","HPGD"
"7211","HPGDS"
"7212","HPN"
"7213","HPR"
"7214","HPRT1"
"7215","HPS1"
"7216","HPS3"
"7217","HPS4"
"7218","HPS5"
"7219","HPS6"
"7220","HPSE"
"7221","HPSE2"
"7222","HPX"
"7223","HR"
"7224","HRAS"
"7225","HRC"
"7226","HRCT1"
"7227","HRG"
"7228","HRH1"
"7229","HRH2"
"7230","HRH3"
"7231","HRH4"
"7232","HRNR"
"7233","HROB"
"7234","HS1BP3"
"7235","HS1BP3-IT1"
"7236","HS2ST1"
"7237","HS3ST1"
"7238","HS3ST2"
"7239","HS3ST3A1"
"7240","HS3ST3B1"
"7241","HS3ST4"
"7242","HS3ST5"
"7243","HS3ST6"
"7244","HS6ST1"
"7245","HS6ST2"
"7246","HS6ST3"
"7247","HSBP1"
"7248","HSBP1L1"
"7249","HSCB"
"7250","HSD11B1"
"7251","HSD11B1L"
"7252","HSD11B2"
"7253","HSD17B1"
"7254","HSD17B10"
"7255","HSD17B11"
"7256","HSD17B12"
"7257","HSD17B13"
"7258","HSD17B14"
"7259","HSD17B2"
"7260","HSD17B3"
"7261","HSD17B4"
"7262","HSD17B6"
"7263","HSD17B7"
"7264","HSD17B8"
"7265","HSD3B1"
"7266","HSD3B2"
"7267","HSD3B7"
"7268","HSDL1"
"7269","HSDL2"
"7270","HSF1"
"7271","HSF2"
"7272","HSF2BP"
"7273","HSF4"
"7274","HSF5"
"7275","HSFX1"
"7276","HSH2D"
"7277","HSP90AA1"
"7278","HSP90AB1"
"7279","HSP90B1"
"7280","HSPA12A"
"7281","HSPA12B"
"7282","HSPA13"
"7283","HSPA14"
"7284","HSPA1A"
"7285","HSPA1B"
"7286","HSPA1L"
"7287","HSPA2"
"7288","HSPA4"
"7289","HSPA4L"
"7290","HSPA5"
"7291","HSPA6"
"7292","HSPA8"
"7293","HSPA9"
"7294","HSPB1"
"7295","HSPB11"
"7296","HSPB2"
"7297","HSPB3"
"7298","HSPB6"
"7299","HSPB7"
"7300","HSPB8"
"7301","HSPB9"
"7302","HSPBAP1"
"7303","HSPBP1"
"7304","HSPD1"
"7305","HSPE1"
"7306","HSPE1-MOB4"
"7307","HSPG2"
"7308","HSPH1"
"7309","HTATIP2"
"7310","HTATSF1"
"7311","HTN1"
"7312","HTN3"
"7313","HTR1A"
"7314","HTR1B"
"7315","HTR1D"
"7316","HTR1E"
"7317","HTR1F"
"7318","HTR2A"
"7319","HTR2B"
"7320","HTR2C"
"7321","HTR3A"
"7322","HTR3B"
"7323","HTR3C"
"7324","HTR3D"
"7325","HTR3E"
"7326","HTR4"
"7327","HTR5A"
"7328","HTR6"
"7329","HTR7"
"7330","HTRA1"
"7331","HTRA2"
"7332","HTRA3"
"7333","HTRA4"
"7334","HTT"
"7335","HUNK"
"7336","HUS1"
"7337","HUS1B"
"7338","HUWE1"
"7339","HVCN1"
"7340","HYAL1"
"7341","HYAL2"
"7342","HYAL3"
"7343","HYAL4"
"7344","HYDIN"
"7345","HYI"
"7346","HYKK"
"7347","HYLS1"
"7348","HYOU1"
"7349","HYPK"
"7350","IAH1"
"7351","IAPP"
"7352","IARS1"
"7353","IARS2"
"7354","IBA57"
"7355","IBSP"
"7356","IBTK"
"7357","ICA1"
"7358","ICA1L"
"7359","ICAM1"
"7360","ICAM2"
"7361","ICAM3"
"7362","ICAM4"
"7363","ICAM5"
"7364","ICE1"
"7365","ICE2"
"7366","ICMT"
"7367","ICOS"
"7368","ID1"
"7369","ID2"
"7370","ID3"
"7371","ID4"
"7372","IDE"
"7373","IDH1"
"7374","IDH2"
"7375","IDH3A"
"7376","IDH3B"
"7377","IDH3G"
"7378","IDI1"
"7379","IDI2"
"7380","IDNK"
"7381","IDO1"
"7382","IDO2"
"7383","IDS"
"7384","IDUA"
"7385","IER2"
"7386","IER3"
"7387","IER3IP1"
"7388","IER5"
"7389","IER5L"
"7390","IFFO1"
"7391","IFFO2"
"7392","IFI16"
"7393","IFI27"
"7394","IFI27L1"
"7395","IFI27L2"
"7396","IFI30"
"7397","IFI35"
"7398","IFI44"
"7399","IFI44L"
"7400","IFI6"
"7401","IFIH1"
"7402","IFIT1"
"7403","IFIT1B"
"7404","IFIT2"
"7405","IFIT3"
"7406","IFIT5"
"7407","IFITM1"
"7408","IFITM2"
"7409","IFITM3"
"7410","IFITM5"
"7411","IFNA1"
"7412","IFNA10"
"7413","IFNA13"
"7414","IFNA14"
"7415","IFNA16"
"7416","IFNA17"
"7417","IFNA2"
"7418","IFNA21"
"7419","IFNA4"
"7420","IFNA5"
"7421","IFNA6"
"7422","IFNA7"
"7423","IFNA8"
"7424","IFNAR1"
"7425","IFNAR2"
"7426","IFNB1"
"7427","IFNE"
"7428","IFNG"
"7429","IFNGR1"
"7430","IFNGR2"
"7431","IFNK"
"7432","IFNL1"
"7433","IFNL2"
"7434","IFNL3"
"7435","IFNLR1"
"7436","IFNW1"
"7437","IFRD1"
"7438","IFRD2"
"7439","IFT122"
"7440","IFT140"
"7441","IFT172"
"7442","IFT20"
"7443","IFT22"
"7444","IFT27"
"7445","IFT43"
"7446","IFT46"
"7447","IFT52"
"7448","IFT57"
"7449","IFT74"
"7450","IFT80"
"7451","IFT81"
"7452","IFT88"
"7453","IFTAP"
"7454","IGBP1"
"7455","IGBP1P2"
"7456","IGDCC3"
"7457","IGDCC4"
"7458","IGF1"
"7459","IGF1R"
"7460","IGF2"
"7461","IGF2BP1"
"7462","IGF2BP2"
"7463","IGF2BP3"
"7464","IGF2R"
"7465","IGFALS"
"7466","IGFBP1"
"7467","IGFBP2"
"7468","IGFBP3"
"7469","IGFBP4"
"7470","IGFBP5"
"7471","IGFBP6"
"7472","IGFBP7"
"7473","IGFBPL1"
"7474","IGFL1"
"7475","IGFL2"
"7476","IGFL3"
"7477","IGFL4"
"7478","IGFLR1"
"7479","IGFN1"
"7480","IGHA1"
"7481","IGHA2"
"7482","IGHD"
"7483","IGHD1-20"
"7484","IGHD1-7"
"7485","IGHD2-21"
"7486","IGHD3-22"
"7487","IGHD3-9"
"7488","IGHD4-17"
"7489","IGHD5-18"
"7490","IGHD6-13"
"7491","IGHD6-19"
"7492","IGHD6-25"
"7493","IGHE"
"7494","IGHG1"
"7495","IGHG2"
"7496","IGHG3"
"7497","IGHG4"
"7498","IGHJ2"
"7499","IGHJ4"
"7500","IGHJ5"
"7501","IGHJ6"
"7502","IGHM"
"7503","IGHMBP2"
"7504","IGHV1-12"
"7505","IGHV1-18"
"7506","IGHV1-2"
"7507","IGHV1-24"
"7508","IGHV1-3"
"7509","IGHV1-45"
"7510","IGHV1-46"
"7511","IGHV1-58"
"7512","IGHV1-69"
"7513","IGHV1OR15-9"
"7514","IGHV1OR21-1"
"7515","IGHV2-26"
"7516","IGHV2-5"
"7517","IGHV2-70"
"7518","IGHV2OR16-5"
"7519","IGHV3-11"
"7520","IGHV3-13"
"7521","IGHV3-15"
"7522","IGHV3-16"
"7523","IGHV3-20"
"7524","IGHV3-21"
"7525","IGHV3-23"
"7526","IGHV3-30"
"7527","IGHV3-33"
"7528","IGHV3-35"
"7529","IGHV3-38"
"7530","IGHV3-43"
"7531","IGHV3-48"
"7532","IGHV3-49"
"7533","IGHV3-53"
"7534","IGHV3-64"
"7535","IGHV3-66"
"7536","IGHV3-7"
"7537","IGHV3-72"
"7538","IGHV3-73"
"7539","IGHV3-74"
"7540","IGHV3OR16-8"
"7541","IGHV4-28"
"7542","IGHV4-31"
"7543","IGHV4-34"
"7544","IGHV4-39"
"7545","IGHV4-4"
"7546","IGHV4-59"
"7547","IGHV4-61"
"7548","IGHV5-51"
"7549","IGHV6-1"
"7550","IGHV7-81"
"7551","IGIP"
"7552","IGKC"
"7553","IGKJ1"
"7554","IGKJ2"
"7555","IGKJ3"
"7556","IGKJ4"
"7557","IGKJ5"
"7558","IGKV1-12"
"7559","IGKV1-13"
"7560","IGKV1-16"
"7561","IGKV1-17"
"7562","IGKV1-27"
"7563","IGKV1-33"
"7564","IGKV1-37"
"7565","IGKV1-39"
"7566","IGKV1-5"
"7567","IGKV1-6"
"7568","IGKV1-8"
"7569","IGKV1-9"
"7570","IGKV1D-12"
"7571","IGKV1D-13"
"7572","IGKV1D-16"
"7573","IGKV1D-17"
"7574","IGKV1D-33"
"7575","IGKV1D-42"
"7576","IGKV1D-43"
"7577","IGKV1D-8"
"7578","IGKV1OR22-5"
"7579","IGKV2-24"
"7580","IGKV2-28"
"7581","IGKV2-30"
"7582","IGKV2D-24"
"7583","IGKV2D-28"
"7584","IGKV2D-29"
"7585","IGKV2D-30"
"7586","IGKV2OR22-4"
"7587","IGKV3-11"
"7588","IGKV3-15"
"7589","IGKV3-20"
"7590","IGKV3-7"
"7591","IGKV3D-11"
"7592","IGKV3D-15"
"7593","IGKV3D-20"
"7594","IGKV3D-7"
"7595","IGKV4-1"
"7596","IGKV5-2"
"7597","IGKV6-21"
"7598","IGKV6D-21"
"7599","IGKV6D-41"
"7600","IGLC2"
"7601","IGLC3"
"7602","IGLC7"
"7603","IGLJ3"
"7604","IGLJ4"
"7605","IGLJ5"
"7606","IGLL1"
"7607","IGLL3P"
"7608","IGLL5"
"7609","IGLON5"
"7610","IGLV1-36"
"7611","IGLV1-40"
"7612","IGLV1-44"
"7613","IGLV1-47"
"7614","IGLV1-50"
"7615","IGLV1-51"
"7616","IGLV10-54"
"7617","IGLV11-55"
"7618","IGLV2-11"
"7619","IGLV2-14"
"7620","IGLV2-18"
"7621","IGLV2-23"
"7622","IGLV2-33"
"7623","IGLV2-8"
"7624","IGLV3-1"
"7625","IGLV3-10"
"7626","IGLV3-12"
"7627","IGLV3-16"
"7628","IGLV3-19"
"7629","IGLV3-21"
"7630","IGLV3-22"
"7631","IGLV3-25"
"7632","IGLV3-27"
"7633","IGLV3-32"
"7634","IGLV3-9"
"7635","IGLV4-3"
"7636","IGLV4-60"
"7637","IGLV4-69"
"7638","IGLV5-37"
"7639","IGLV5-45"
"7640","IGLV5-48"
"7641","IGLV5-52"
"7642","IGLV6-57"
"7643","IGLV7-43"
"7644","IGLV7-46"
"7645","IGLV8-61"
"7646","IGLV8OR8-1"
"7647","IGLV9-49"
"7648","IGSF1"
"7649","IGSF10"
"7650","IGSF11"
"7651","IGSF21"
"7652","IGSF22"
"7653","IGSF3"
"7654","IGSF5"
"7655","IGSF6"
"7656","IGSF8"
"7657","IGSF9"
"7658","IGSF9B"
"7659","IHH"
"7660","IHO1"
"7661","IK"
"7662","IKBIP"
"7663","IKBKB"
"7664","IKBKE"
"7665","IKBKG"
"7666","IKZF1"
"7667","IKZF2"
"7668","IKZF3"
"7669","IKZF4"
"7670","IKZF5"
"7671","IL10"
"7672","IL10RA"
"7673","IL10RB"
"7674","IL11"
"7675","IL11RA"
"7676","IL12A"
"7677","IL12B"
"7678","IL12RB1"
"7679","IL12RB2"
"7680","IL13"
"7681","IL13RA1"
"7682","IL13RA2"
"7683","IL15"
"7684","IL15RA"
"7685","IL16"
"7686","IL17A"
"7687","IL17B"
"7688","IL17C"
"7689","IL17D"
"7690","IL17F"
"7691","IL17RA"
"7692","IL17RB"
"7693","IL17RC"
"7694","IL17RD"
"7695","IL17RE"
"7696","IL17REL"
"7697","IL18"
"7698","IL18BP"
"7699","IL18R1"
"7700","IL18RAP"
"7701","IL19"
"7702","IL1A"
"7703","IL1B"
"7704","IL1F10"
"7705","IL1R1"
"7706","IL1R2"
"7707","IL1RAP"
"7708","IL1RAPL1"
"7709","IL1RAPL2"
"7710","IL1RL1"
"7711","IL1RL2"
"7712","IL1RN"
"7713","IL2"
"7714","IL20"
"7715","IL20RA"
"7716","IL20RB"
"7717","IL21"
"7718","IL21R"
"7719","IL22"
"7720","IL22RA1"
"7721","IL22RA2"
"7722","IL23A"
"7723","IL23R"
"7724","IL24"
"7725","IL25"
"7726","IL26"
"7727","IL27"
"7728","IL27RA"
"7729","IL2RA"
"7730","IL2RB"
"7731","IL2RG"
"7732","IL3"
"7733","IL31"
"7734","IL31RA"
"7735","IL32"
"7736","IL33"
"7737","IL34"
"7738","IL36A"
"7739","IL36B"
"7740","IL36G"
"7741","IL36RN"
"7742","IL37"
"7743","IL3RA"
"7744","IL4"
"7745","IL4I1"
"7746","IL4R"
"7747","IL5"
"7748","IL5RA"
"7749","IL6"
"7750","IL6R"
"7751","IL6ST"
"7752","IL7"
"7753","IL7R"
"7754","IL9"
"7755","IL9R"
"7756","ILDR1"
"7757","ILDR2"
"7758","ILF2"
"7759","ILF3"
"7760","ILK"
"7761","ILKAP"
"7762","ILRUN"
"7763","ILVBL"
"7764","IMMP1L"
"7765","IMMP2L"
"7766","IMMT"
"7767","IMP3"
"7768","IMP4"
"7769","IMPA1"
"7770","IMPA2"
"7771","IMPACT"
"7772","IMPDH1"
"7773","IMPDH2"
"7774","IMPG1"
"7775","IMPG2"
"7776","INA"
"7777","INAVA"
"7778","INCA1"
"7779","INCENP"
"7780","INF2"
"7781","ING1"
"7782","ING2"
"7783","ING3"
"7784","ING4"
"7785","ING5"
"7786","INHA"
"7787","INHBA"
"7788","INHBB"
"7789","INHBC"
"7790","INHBE"
"7791","INIP"
"7792","INKA1"
"7793","INKA2"
"7794","INMT"
"7795","INO80"
"7796","INO80B"
"7797","INO80C"
"7798","INO80D"
"7799","INO80E"
"7800","INPP1"
"7801","INPP4A"
"7802","INPP4B"
"7803","INPP5A"
"7804","INPP5B"
"7805","INPP5D"
"7806","INPP5E"
"7807","INPP5F"
"7808","INPP5J"
"7809","INPP5K"
"7810","INPPL1"
"7811","INS"
"7812","INS-IGF2"
"7813","INSC"
"7814","INSIG1"
"7815","INSIG2"
"7816","INSL3"
"7817","INSL4"
"7818","INSL5"
"7819","INSL6"
"7820","INSM1"
"7821","INSM2"
"7822","INSR"
"7823","INSRR"
"7824","INSYN1"
"7825","INSYN2A"
"7826","INSYN2B"
"7827","INTS1"
"7828","INTS10"
"7829","INTS11"
"7830","INTS12"
"7831","INTS13"
"7832","INTS14"
"7833","INTS2"
"7834","INTS3"
"7835","INTS4"
"7836","INTS5"
"7837","INTS6"
"7838","INTS6L"
"7839","INTS7"
"7840","INTS8"
"7841","INTS9"
"7842","INTU"
"7843","INVS"
"7844","IP6K1"
"7845","IP6K2"
"7846","IP6K3"
"7847","IPCEF1"
"7848","IPMK"
"7849","IPO11"
"7850","IPO13"
"7851","IPO4"
"7852","IPO5"
"7853","IPO7"
"7854","IPO8"
"7855","IPO9"
"7856","IPP"
"7857","IPPK"
"7858","IQCA1"
"7859","IQCB1"
"7860","IQCC"
"7861","IQCD"
"7862","IQCE"
"7863","IQCF1"
"7864","IQCF2"
"7865","IQCG"
"7866","IQCH"
"7867","IQCJ"
"7868","IQCJ-SCHIP1"
"7869","IQCK"
"7870","IQCN"
"7871","IQGAP1"
"7872","IQGAP2"
"7873","IQGAP3"
"7874","IQSEC1"
"7875","IQSEC2"
"7876","IQSEC3"
"7877","IQUB"
"7878","IRAG1"
"7879","IRAG2"
"7880","IRAK1"
"7881","IRAK1BP1"
"7882","IRAK2"
"7883","IRAK3"
"7884","IRAK4"
"7885","IREB2"
"7886","IRF1"
"7887","IRF2"
"7888","IRF2BP1"
"7889","IRF2BP2"
"7890","IRF2BPL"
"7891","IRF3"
"7892","IRF4"
"7893","IRF5"
"7894","IRF6"
"7895","IRF7"
"7896","IRF8"
"7897","IRF9"
"7898","IRGC"
"7899","IRGM"
"7900","IRGQ"
"7901","IRS1"
"7902","IRS2"
"7903","IRS4"
"7904","IRX1"
"7905","IRX2"
"7906","IRX3"
"7907","IRX4"
"7908","IRX5"
"7909","IRX6"
"7910","ISCA1"
"7911","ISCA1P1"
"7912","ISCA2"
"7913","ISCU"
"7914","ISG15"
"7915","ISG20"
"7916","ISG20L2"
"7917","ISL1"
"7918","ISL2"
"7919","ISLR"
"7920","ISLR2"
"7921","ISM1"
"7922","ISM2"
"7923","ISOC1"
"7924","ISOC2"
"7925","IST1"
"7926","ISX"
"7927","ISY1"
"7928","ISY1-RAB43"
"7929","ISYNA1"
"7930","ITCH"
"7931","ITFG1"
"7932","ITFG2"
"7933","ITGA1"
"7934","ITGA10"
"7935","ITGA11"
"7936","ITGA2"
"7937","ITGA2B"
"7938","ITGA3"
"7939","ITGA4"
"7940","ITGA5"
"7941","ITGA6"
"7942","ITGA7"
"7943","ITGA8"
"7944","ITGA9"
"7945","ITGAD"
"7946","ITGAE"
"7947","ITGAL"
"7948","ITGAM"
"7949","ITGAV"
"7950","ITGAX"
"7951","ITGB1"
"7952","ITGB1BP1"
"7953","ITGB1BP2"
"7954","ITGB2"
"7955","ITGB3"
"7956","ITGB3BP"
"7957","ITGB4"
"7958","ITGB5"
"7959","ITGB6"
"7960","ITGB7"
"7961","ITGB8"
"7962","ITGBL1"
"7963","ITIH1"
"7964","ITIH2"
"7965","ITIH3"
"7966","ITIH4"
"7967","ITIH5"
"7968","ITIH6"
"7969","ITK"
"7970","ITLN1"
"7971","ITLN2"
"7972","ITM2A"
"7973","ITM2B"
"7974","ITM2C"
"7975","ITPA"
"7976","ITPK1"
"7977","ITPKA"
"7978","ITPKB"
"7979","ITPKC"
"7980","ITPR1"
"7981","ITPR2"
"7982","ITPR3"
"7983","ITPRID1"
"7984","ITPRID2"
"7985","ITPRIP"
"7986","ITPRIPL1"
"7987","ITPRIPL2"
"7988","ITSN1"
"7989","ITSN2"
"7990","IVD"
"7991","IVL"
"7992","IVNS1ABP"
"7993","IWS1"
"7994","IYD"
"7995","IZUMO1"
"7996","IZUMO1R"
"7997","IZUMO2"
"7998","IZUMO3"
"7999","IZUMO4"
"8000","JADE1"
"8001","JADE2"
"8002","JADE3"
"8003","JAG1"
"8004","JAG2"
"8005","JAGN1"
"8006","JAK1"
"8007","JAK2"
"8008","JAK3"
"8009","JAKMIP1"
"8010","JAKMIP2"
"8011","JAKMIP3"
"8012","JAM2"
"8013","JAM3"
"8014","JAML"
"8015","JARID2"
"8016","JAZF1"
"8017","JCAD"
"8018","JCHAIN"
"8019","JDP2"
"8020","JHY"
"8021","JKAMP"
"8022","JMJD1C"
"8023","JMJD4"
"8024","JMJD6"
"8025","JMJD7"
"8026","JMJD7-PLA2G4B"
"8027","JMJD8"
"8028","JMY"
"8029","JOSD1"
"8030","JOSD2"
"8031","JPH1"
"8032","JPH2"
"8033","JPH3"
"8034","JPH4"
"8035","JPT1"
"8036","JPT2"
"8037","JRK"
"8038","JRKL"
"8039","JSRP1"
"8040","JTB"
"8041","JUN"
"8042","JUNB"
"8043","JUND"
"8044","JUP"
"8045","KAAG1"
"8046","KALRN"
"8047","KANK1"
"8048","KANK2"
"8049","KANK3"
"8050","KANK4"
"8051","KANSL1"
"8052","KANSL1L"
"8053","KANSL2"
"8054","KANSL3"
"8055","KARS1"
"8056","KASH5"
"8057","KAT14"
"8058","KAT2A"
"8059","KAT2B"
"8060","KAT5"
"8061","KAT6A"
"8062","KAT6B"
"8063","KAT7"
"8064","KAT8"
"8065","KATNA1"
"8066","KATNAL1"
"8067","KATNAL2"
"8068","KATNB1"
"8069","KATNBL1"
"8070","KATNIP"
"8071","KAZALD1"
"8072","KAZN"
"8073","KBTBD11"
"8074","KBTBD12"
"8075","KBTBD13"
"8076","KBTBD2"
"8077","KBTBD3"
"8078","KBTBD4"
"8079","KBTBD6"
"8080","KBTBD7"
"8081","KBTBD8"
"8082","KCMF1"
"8083","KCNA1"
"8084","KCNA10"
"8085","KCNA2"
"8086","KCNA3"
"8087","KCNA4"
"8088","KCNA5"
"8089","KCNA6"
"8090","KCNA7"
"8091","KCNAB1"
"8092","KCNAB2"
"8093","KCNAB3"
"8094","KCNB1"
"8095","KCNB2"
"8096","KCNC1"
"8097","KCNC2"
"8098","KCNC3"
"8099","KCNC4"
"8100","KCND1"
"8101","KCND2"
"8102","KCND3"
"8103","KCNE1"
"8104","KCNE2"
"8105","KCNE3"
"8106","KCNE4"
"8107","KCNE5"
"8108","KCNF1"
"8109","KCNG1"
"8110","KCNG2"
"8111","KCNG3"
"8112","KCNG4"
"8113","KCNH1"
"8114","KCNH2"
"8115","KCNH3"
"8116","KCNH4"
"8117","KCNH5"
"8118","KCNH6"
"8119","KCNH7"
"8120","KCNH8"
"8121","KCNIP1"
"8122","KCNIP2"
"8123","KCNIP3"
"8124","KCNIP4"
"8125","KCNJ1"
"8126","KCNJ10"
"8127","KCNJ11"
"8128","KCNJ12"
"8129","KCNJ13"
"8130","KCNJ14"
"8131","KCNJ15"
"8132","KCNJ16"
"8133","KCNJ2"
"8134","KCNJ3"
"8135","KCNJ4"
"8136","KCNJ5"
"8137","KCNJ6"
"8138","KCNJ8"
"8139","KCNJ9"
"8140","KCNK1"
"8141","KCNK10"
"8142","KCNK12"
"8143","KCNK13"
"8144","KCNK15"
"8145","KCNK16"
"8146","KCNK17"
"8147","KCNK18"
"8148","KCNK2"
"8149","KCNK3"
"8150","KCNK4"
"8151","KCNK5"
"8152","KCNK6"
"8153","KCNK7"
"8154","KCNK9"
"8155","KCNMA1"
"8156","KCNMB1"
"8157","KCNMB2"
"8158","KCNMB3"
"8159","KCNMB4"
"8160","KCNN1"
"8161","KCNN2"
"8162","KCNN3"
"8163","KCNN4"
"8164","KCNQ1"
"8165","KCNQ2"
"8166","KCNQ3"
"8167","KCNQ4"
"8168","KCNQ5"
"8169","KCNRG"
"8170","KCNS1"
"8171","KCNS2"
"8172","KCNS3"
"8173","KCNT1"
"8174","KCNT2"
"8175","KCNU1"
"8176","KCNV1"
"8177","KCNV2"
"8178","KCP"
"8179","KCTD1"
"8180","KCTD10"
"8181","KCTD11"
"8182","KCTD12"
"8183","KCTD13"
"8184","KCTD14"
"8185","KCTD15"
"8186","KCTD16"
"8187","KCTD17"
"8188","KCTD18"
"8189","KCTD19"
"8190","KCTD2"
"8191","KCTD20"
"8192","KCTD21"
"8193","KCTD3"
"8194","KCTD4"
"8195","KCTD5"
"8196","KCTD6"
"8197","KCTD7"
"8198","KCTD8"
"8199","KCTD9"
"8200","KDELR1"
"8201","KDELR2"
"8202","KDELR3"
"8203","KDF1"
"8204","KDM1A"
"8205","KDM1B"
"8206","KDM2A"
"8207","KDM2B"
"8208","KDM3A"
"8209","KDM3B"
"8210","KDM4A"
"8211","KDM4B"
"8212","KDM4C"
"8213","KDM4D"
"8214","KDM5A"
"8215","KDM5B"
"8216","KDM5C"
"8217","KDM5D"
"8218","KDM6A"
"8219","KDM6B"
"8220","KDM7A"
"8221","KDM8"
"8222","KDR"
"8223","KDSR"
"8224","KEAP1"
"8225","KEL"
"8226","KERA"
"8227","KHDC1"
"8228","KHDC1L"
"8229","KHDC3L"
"8230","KHDC4"
"8231","KHDRBS1"
"8232","KHDRBS2"
"8233","KHDRBS3"
"8234","KHK"
"8235","KHNYN"
"8236","KHSRP"
"8237","KIAA0100"
"8238","KIAA0232"
"8239","KIAA0319"
"8240","KIAA0319L"
"8241","KIAA0408"
"8242","KIAA0513"
"8243","KIAA0586"
"8244","KIAA0753"
"8245","KIAA0825"
"8246","KIAA0895"
"8247","KIAA0895L"
"8248","KIAA0930"
"8249","KIAA1109"
"8250","KIAA1143"
"8251","KIAA1191"
"8252","KIAA1210"
"8253","KIAA1217"
"8254","KIAA1328"
"8255","KIAA1522"
"8256","KIAA1549"
"8257","KIAA1549L"
"8258","KIAA1586"
"8259","KIAA1614"
"8260","KIAA1671"
"8261","KIAA1755"
"8262","KIAA1841"
"8263","KIAA1958"
"8264","KIAA2012"
"8265","KIAA2013"
"8266","KIAA2026"
"8267","KIDINS220"
"8268","KIF11"
"8269","KIF12"
"8270","KIF13A"
"8271","KIF13B"
"8272","KIF14"
"8273","KIF15"
"8274","KIF16B"
"8275","KIF17"
"8276","KIF18A"
"8277","KIF18B"
"8278","KIF19"
"8279","KIF1A"
"8280","KIF1B"
"8281","KIF1C"
"8282","KIF20A"
"8283","KIF20B"
"8284","KIF21A"
"8285","KIF21B"
"8286","KIF22"
"8287","KIF23"
"8288","KIF24"
"8289","KIF25"
"8290","KIF26A"
"8291","KIF26B"
"8292","KIF27"
"8293","KIF28P"
"8294","KIF2A"
"8295","KIF2B"
"8296","KIF2C"
"8297","KIF3A"
"8298","KIF3B"
"8299","KIF3C"
"8300","KIF4A"
"8301","KIF4B"
"8302","KIF5A"
